20110801	電子期貨            	EXF    	A         	791	974262.0000	740	911475.0000	51	62787.0000	1574	1939631.0000	875	1076934.0000	699	862697.0000
20110801	電子期貨            	EXF    	B         	42	51793.0000	1	1233.0000	41	50560.0000	192	236698.0000	200	246560.0000	-8	-9862.0000
20110801	電子期貨            	EXF    	C         	1025	1262813.0000	1068	1315794.0000	-43	-52981.0000	2295	2828941.0000	4572	5635892.0000	-2277	-2806951.0000
20110801	金融期貨            	FXF    	A         	971	1031544.0000	782	831661.0000	189	199883.0000	1254	1337801.0000	647	690740.0000	607	647061.0000
20110801	金融期貨            	FXF    	B         	0	.0000	0	.0000	0	.0000	775	827855.0000	82	87592.0000	693	740263.0000
20110801	金融期貨            	FXF    	C         	955	1014867.0000	659	701853.0000	296	313014.0000	1806	1929169.0000	4563	4871661.0000	-2757	-2942492.0000
20110801	櫃買期貨            	GTF    	A         	31	16362.0000	30	15837.0000	1	525.0000	21	11068.0000	145	76383.0000	-124	-65315.0000
20110801	櫃買期貨            	GTF    	B         	5	2642.0000	0	.0000	5	2642.0000	115	60605.0000	0	.0000	115	60605.0000
20110801	櫃買期貨            	GTF    	C         	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000
20110801	摩臺期              	MSF    	A         	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000
20110801	摩臺期              	MSF    	B         	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000
20110801	摩臺期              	MSF    	C         	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000
20110801	小型臺指            	MXF    	A         	3513	1525875.0000	4302	1868357.0000	-789	-342483.0000	1931	835419.0000	6747	2924775.0000	-4816	-2089356.0000
20110801	小型臺指            	MXF    	B         	6	2605.0000	0	.0000	6	2605.0000	10	4341.0000	160	69456.0000	-150	-65115.0000
20110801	小型臺指            	MXF    	C         	6707	2913510.0000	8744	3796638.0000	-2037	-883128.0000	1795	778594.0000	3497	1514780.0000	-1702	-736186.0000
20110801	股票期貨            	STF    	A         	12454	496195.0000	6748	381772.0000	5706	114422.0000	11739	740104.0000	33589	1832984.0000	-21850	-1092880.0000
20110801	股票期貨            	STF    	B         	0	.0000	0	.0000	0	.0000	11657	1791334.0000	0	.0000	11657	1791334.0000
20110801	股票期貨            	STF    	C         	137	10452.0000	497	27542.0000	-360	-17090.0000	1077	216530.0000	20614	2251481.0000	-19537	-2034951.0000
20110801	臺灣50期貨          	T5F    	A         	0	.0000	0	.0000	0	.0000	500	282700.0000	1	582.0000	499	282118.0000
20110801	臺灣50期貨          	T5F    	B         	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000
20110801	臺灣50期貨          	T5F    	C         	0	.0000	0	.0000	0	.0000	0	.0000	500	282700.0000	-500	-282700.0000
20110801	臺股期貨            	TXF    	A         	12723	22112848.0000	12314	21395098.0000	409	717751.0000	6209	10759427.0000	5286	9167996.0000	923	1591431.0000
20110801	臺股期貨            	TXF    	B         	128	222401.0000	34	59089.0000	94	163312.0000	4169	7239052.0000	714	1239790.0000	3455	5999262.0000
20110801	臺股期貨            	TXF    	C         	13350	23197604.0000	16901	29355547.0000	-3551	-6157942.0000	32264	55981320.0000	47708	82772522.0000	-15444	-26791202.0000
20110801	非金電期貨          	XIF    	A         	264	326397.0000	246	304293.0000	18	22104.0000	748	920162.0000	207	254189.0000	541	665973.0000
20110801	非金電期貨          	XIF    	B         	0	.0000	0	.0000	0	.0000	32	39386.0000	0	.0000	32	39386.0000
20110801	非金電期貨          	XIF    	C         	427	527940.0000	308	380372.0000	119	147568.0000	968	1191414.0000	1267	1559344.0000	-299	-367930.0000
20110802	電子期貨            	EXF    	A         	899	1099516.0000	1059	1295478.0000	-160	-195962.0000	1426	1748305.0000	887	1086491.0000	539	661814.0000
20110802	電子期貨            	EXF    	B         	0	.0000	0	.0000	0	.0000	192	235507.0000	200	245320.0000	-8	-9813.0000
20110802	電子期貨            	EXF    	C         	1374	1680024.0000	1117	1365632.0000	257	314392.0000	2267	2780421.0000	4287	5257926.0000	-2020	-2477505.0000
20110802	金融期貨            	FXF    	A         	812	859156.0000	893	944254.0000	-81	-85098.0000	1134	1199866.0000	608	643700.0000	526	556166.0000
20110802	金融期貨            	FXF    	B         	0	.0000	8	8471.0000	-8	-8471.0000	775	821190.0000	90	95364.0000	685	725826.0000
20110802	金融期貨            	FXF    	C         	784	829732.0000	645	682337.0000	139	147395.0000	1876	1987810.0000	4494	4758912.0000	-2618	-2771102.0000
20110802	櫃買期貨            	GTF    	A         	62	32406.0000	45	23543.0000	17	8862.0000	14	7322.0000	121	63245.0000	-107	-55923.0000
20110802	櫃買期貨            	GTF    	B         	0	.0000	0	.0000	0	.0000	115	60260.0000	0	.0000	115	60260.0000
20110802	櫃買期貨            	GTF    	C         	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000
20110802	摩臺期              	MSF    	A         	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000
20110802	摩臺期              	MSF    	B         	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000
20110802	摩臺期              	MSF    	C         	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000
20110802	小型臺指            	MXF    	A         	6120	2621913.0000	8045	3445224.0000	-1925	-823311.0000	1468	627139.0000	7689	3291709.0000	-6221	-2664570.0000
20110802	小型臺指            	MXF    	B         	0	.0000	34	14573.0000	-34	-14573.0000	10	4287.0000	194	83158.0000	-184	-78871.0000
20110802	小型臺指            	MXF    	C         	8780	3760961.0000	11958	5121979.0000	-3178	-1361017.0000	1867	799698.0000	3743	1600710.0000	-1876	-801012.0000
20110802	股票期貨            	STF    	A         	18421	787044.0000	7466	429470.0000	10955	357574.0000	12060	757063.0000	22955	1491252.0000	-10895	-734189.0000
20110802	股票期貨            	STF    	B         	0	.0000	0	.0000	0	.0000	11657	1723687.0000	0	.0000	11657	1723687.0000
20110802	股票期貨            	STF    	C         	55	5150.0000	353	31996.0000	-298	-26846.0000	1051	210979.0000	20886	2197855.0000	-19835	-1986876.0000
20110802	臺灣50期貨          	T5F    	A         	0	.0000	0	.0000	0	.0000	500	279100.0000	1	575.0000	499	278525.0000
20110802	臺灣50期貨          	T5F    	B         	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000	0	.0000
20110802	臺灣50期貨          	T5F    	C         	0	.0000	0	.0000	0	.0000	0	.0000	500	279100.0000	-500	-279100.0000
20110802	臺股期貨            	TXF    	A         	20168	34563145.0000	21901	37523116.0000	-1733	-2959972.0000	4950	8468595.0000	5890	10086549.0000	-940	-1617954.0000
